herd;cow;lnscc;lnsccel
1531;7394;6.46;0.08
1531;7395;6.19;-0.69
1531;7397;4.84;-0.67
1531;7398;6.54;0.04
1531;7399;4.74;0.04
1531;7400;4.51;-1.06
1531;7401;6.08;-0.69
1531;7402;5.54;0.32
1531;7403;5.95;2.07
1531;7404;6.26;0
1531;7405;4.99;-1.17
1531;7406;6.93;-0.26
1531;7407;6.17;0.74
1531;7408;6.69;2.75
1531;7409;5.13;-0.85
1532;7410;5.11;-1.37
1532;7411;4.32;-0.89
1533;7412;5.01;1.66
1534;7414;4.76;-0.08
1535;7416;4.91;1.42
1535;7417;2.83;3.27
1535;7419;3.85;1.72
1535;7420;4.23;1.17
1535;7423;3.97;-0.26
1535;7424;3.74;-0.94
1535;7425;3.33;-0.07
1535;7426;3.09;-0.26
1535;7427;3.61;-0.75
1535;7428;3;-0.36
1536;7429;5.98;-0.53
1536;7430;4.16;0.56
1536;7431;3.66;-1.06
1537;7432;4.79;-0.37
1538;7433;3.95;-0.66
1538;7434;5.46;0.03
1538;7435;3.85;-0.44
1539;7436;1.95;-1.09
1539;7437;4.22;0.21
1539;7438;4.86;0.3
1539;7439;3.66;-0.67
1539;7440;1.95;-0.21
1540;7442;3.99;-0.99
1540;7443;4.25;-1.12
1541;7445;4.04;-0.92
1541;7446;3.5;-1.04
1543;7450;3.09;-0.01
1543;7451;2.71;-1.12
1543;7452;2.89;-0.87
1544;7454;3.4;-1.48
1544;7456;4.23;1.21
1544;7457;2.64;-0.45
1544;7458;5.06;-0.03
1544;7459;5.97;-0.06
1544;7460;2.4;-0.73
1545;7461;2.89;0.7
1545;7462;4.2;0.23
1545;7463;3;-0.07
1546;7464;3.83;-0.83
1546;7465;5.09;-0.61
1546;7466;3.47;-0.69
1546;7467;4.95;-0.04
1546;7468;5.33;1.05
1546;7469;2.83;-1.27
1546;7471;5.33;-0.08
1546;7472;3.85;1.37
1546;7473;3.3;-0.28
1546;7474;3.64;-1.14
1546;7475;5.03;0.41
1546;7477;3.83;0.8
1546;7478;3.56;-1.04
1546;7479;3.18;1.05
1546;7480;5.79;-0.2
1546;7481;4.42;-1.76
1546;7482;5.17;-1.48
1546;7485;6.26;0.06
1546;7486;5.49;-0.27
1546;7487;4.61;-0.09
1547;7491;4.53;1.74
1547;7494;6.32;1.35
1548;7495;3.26;-1.12
1548;7496;3.64;0.35
1549;7497;5.88;-0.19
1550;7498;3.61;0.28
1550;7499;3.4;-1.87
1551;7500;3.99;-1.04
1552;7501;5.31;2.43
1553;7506;5.44;0.38
1554;7510;4.73;1.57
1554;7511;3.66;-0.85
1554;7512;4.33;-1.17
1554;7513;3.64;-0.18
1555;7514;2.77;-1.7
1555;7515;3.5;-1.04
1555;7516;4.04;0.05
1556;7517;3.81;0.38
1556;7518;6.35;-0.92
1557;7520;3.47;0.15
1557;7521;4.72;1.91
1558;7523;4.54;-0.73
1558;7524;3.4;-0.83
1558;7526;3.53;-0.79
1558;7528;3.69;-1.01
1559;7530;3.85;-0.36
1559;7531;3.83;1.8
1559;7532;3.18;-0.71
1559;7533;3.4;-0.13
1559;7534;4.42;0.62
1560;7536;3.85;-0.64
1561;7538;2.83;-1.48
1562;7539;3.04;1.35
1563;7540;2.83;-1.81
1563;7541;2.4;-0.94
1563;7542;4.36;-0.29
1563;7544;3.37;-2.3
1563;7545;4.32;-0.79
1563;7546;3.93;-0.37
1564;7547;4.44;1.68
1564;7549;4.56;-1.17
1565;7550;3.04;1.07
1565;7551;3.97;0.18
1566;7552;3.14;-0.01
1566;7553;5.36;0.72
1566;7554;5.41;0.9
1567;7555;4.09;1.17
1567;7556;5.36;1.13
1567;7557;4.08;1.5
1567;7558;4.45;1.72
1567;7559;2.56;-0.23
1567;7560;2.64;-0.32
1567;7561;3.33;-1.14
1568;7564;3.76;-0.42
1568;7565;3.14;-0.83
1569;7566;3.3;-1.17
1569;7567;7.56;2.56
1569;7568;4.67;2.64
1569;7569;7.35;-0.44
1569;7570;5.82;0.36
1569;7571;2.89;0.03
1570;7574;3.64;-1.2
1570;7575;3.33;0.89
1570;7578;2.89;-0.53
1571;7580;2.89;1.13
1571;7581;4.23;0.24
1571;7583;2.2;-1.87
1572;7584;3.58;-1.2
1572;7585;4.81;0.92
1572;7586;2.77;0.33
1573;7587;3.58;-0.71
1573;7589;4.13;0.1
1573;7590;3.43;1.09
1573;7591;4.42;0.32
1574;7592;3.37;-0.33
1574;7593;4.04;0.83
1575;7594;3.04;-0.89
1575;7595;6.69;2.13
1575;7596;3.26;0.25
1575;7597;2.77;0.19
1575;7598;2.94;0.98
1575;7599;2.94;-0.85
1577;7602;4.11;0.28
1578;7607;4.28;0.39
1578;7608;4.62;0.68
1578;7609;6.05;-1.3
1579;7610;3.61;0.31
1580;7612;5.55;0.06
1580;7614;5.56;2.08
1580;7615;5.14;0.58
1580;7616;4.81;2.27
1581;7617;1.61;-1.66
1581;7618;3.85;1.03
1581;7619;3.33;0.43
1582;7620;3.91;-0.87
1582;7621;4.81;-0.36
1582;7622;4.23;0.84
1582;7623;4.48;-0.56
1582;7624;4.55;-0.12
1582;7625;5.88;0.51
1583;7629;4.88;0.23
1584;7630;3.09;0.95
1584;7631;6.47;1.95
1584;7632;4.85;0.83
1584;7633;2.94;0.27
1585;7634;2.94;-1.06
1585;7635;5.21;-0.19
1586;7636;6.05;0.35
1587;7637;2.48;-1.56
1587;7638;3.3;-1.01
1588;7639;5.06;2.19
1588;7640;6.38;0.06
1588;7642;3.18;-0.14
1588;7644;3.14;-2.3
1588;7645;4.57;-0.62
1589;7646;4.03;-0.66
1589;7647;5.15;0.76
1589;7648;4.49;3.21
1591;7650;5.02;2.01
1591;7651;3.71;2.64
1591;7652;3.95;-0.51
1592;7653;4.03;0.32
1592;7654;5.03;-0.05
1593;7656;3.74;1.64
1593;7657;1.61;-1.44
1593;7658;2.71;3.31
1594;7661;6.41;0.57
1594;7662;3.47;2.06
1594;7663;4.14;0.07
1594;7664;2.4;-1.66
1594;7665;7.62;0.17
1595;7666;7.65;0.28
1595;7667;6.08;0.42
1595;7668;4.98;1.42
1595;7670;3.95;-0.79
1595;7672;3.97;-0.83
1595;7673;8.68;0.17
1596;7677;5.84;-1.2
1596;7678;3.33;-0.89
1596;7679;3.81;-1.06
1596;7680;5.26;0.03
1596;7682;3.89;-1.12
1597;7683;4.06;-0.64
1597;7684;3.09;-0.22
1597;7685;5.27;-0.75
1597;7686;4.34;-0.5
1597;7689;5.84;1.24
1598;7690;4.54;3.15
1598;7691;4.62;3.44
1598;7692;4.2;0.98
1598;7693;5.11;1.16
1598;7695;7.52;2.12
1599;7696;4.01;-0.99
1599;7697;4.32;0.21
1600;7698;4.23;0.47
1601;7699;4.82;0.95
1601;7700;5.18;0.55
1601;7701;3.5;-1.4
1603;7704;2.3;-0.99
1604;7705;4.53;0.36
1604;7706;2.77;-1.52
1604;7707;4.67;0.42
1604;7708;3.26;-0.59
1604;7709;8.68;0.35
1605;7710;4.58;-0.99
1605;7711;3;-0.75
1606;7712;2.56;-1.33
1606;7713;3.3;-1.7
1606;7714;3.66;-0.73
1606;7715;3.37;-1.23
1606;7717;3.56;-1.17
1606;7721;5.59;0.35
1607;7724;4.03;1.23
1607;7725;2.3;-0.51
1607;7726;4.22;0.06
1607;7727;3.61;2.77
1607;7729;6.43;-1.76
1608;7730;2.77;-0.92
1608;7731;3.91;-0.94
1608;7732;3.91;-1.17
1609;7733;3.66;-1.2
1609;7734;6.38;0.32
1609;7736;4.04;-0.04
1609;7738;3.58;-0.66
1609;7739;5.13;1.31
1610;7740;3.74;2.4
1610;7742;3.74;-0.71
1610;7743;4.09;-0.89
1610;7744;4.52;-0.48
1610;7745;3.56;-0.19
1610;7746;3.26;-0.51
1611;7747;4.43;0.74
1611;7748;4.57;-0.67
1611;7749;4.17;0.2
1612;7752;5.21;2.45
1612;7753;3.81;-0.12
1612;7754;4.09;-1.66
1613;7757;4.14;1.84
1613;7758;5.3;0.25
1614;7760;2.94;-1.33
1614;7761;4.83;-0.62
1614;7762;4.01;0.3
1614;7763;3.5;0.29
1616;7767;2.77;-1.37
1616;7768;2.2;-1.99
1617;7770;4.9;0.22
1617;7773;4.03;-1.52
1617;7774;7.7;-0.79
1617;7775;4.52;-1.56
1617;7776;5.32;2.15
1617;7778;6;2.13
1617;7779;4.63;-0.85
1618;7780;2.48;2.83
1618;7781;4.63;-0.37
1618;7782;5.11;-0.29
1618;7784;3.56;-0.37
1618;7785;3.14;-2.22
1619;7788;3.3;0.28
1619;7789;4.9;1.69
1619;7790;5.49;1.55
1619;7791;3.26;-1.14
1619;7792;5.02;3.15
1620;7793;3.66;-1.27
1620;7794;5.96;1.79
1620;7795;4.16;0.32
1620;7796;3.97;-0.81
1620;7797;3.22;-0.01
1621;7799;3.53;0.07
1621;7800;5.09;1.2
1621;7801;3.78;0.22
1622;7803;6.56;1.59
1622;7804;3.78;-0.17
1622;7805;3.83;-1.01
1622;7806;6.25;-0.04
1622;7807;3.83;3.1
1623;7809;3.95;-1.7
1623;7810;3.18;-1.04
1623;7811;2.89;-1.52
1623;7812;3.47;-0.5
1624;7814;4.63;0.65
1624;7815;3.3;2.04
1625;7818;4.96;-1.04
1625;7819;6.59;0.26
1626;7820;3.89;-0.89
1626;7821;3.26;0.26
1626;7822;3.37;-0.92
1626;7823;3.5;-1.27
1627;7825;3.66;-0.87
1627;7826;5.06;0.5
1627;7827;3.61;2.83
1627;7828;3.91;0.14
1627;7829;2.77;1.58
1627;7830;4.2;0.14
1627;7831;2.48;-1.99
1628;7832;4.61;2.09
1628;7833;4.43;-0.87
1628;7834;5.6;1.62
1628;7835;4.04;-1.27
1629;7837;2.77;0.95
1629;7838;2.94;-1.87
1629;7839;3.69;0.72
1630;7840;3.26;2.38
1630;7841;7.2;0.13
1630;7843;3.26;-1.06
1630;7844;6.49;-0.67
1632;7846;3.43;-0.37
1632;7848;6.1;-0.25
1632;7849;5.01;0.48
1632;7850;5.3;-0.26
1632;7851;4.89;-0.14
1632;7852;3.53;0.12
1632;7853;3.93;-0.29
1632;7854;5.04;1.89
1632;7855;3.81;-0.19
1632;7856;3.61;1.38
1632;7857;4.06;0.02
1632;7858;3.81;0.14
1632;7860;3.22;-0.41
1632;7861;2.71;-1.7
1633;7862;3.91;-0.22
1633;7863;3.09;0.18
1633;7864;2.48;-0.87
1633;7865;3.47;-1.7
1634;7866;3.83;1.6
1634;7868;3.85;-0.77
1634;7869;3.71;-0.01
1634;7870;4.54;-0.73
1634;7871;4.87;-1.87
1635;7872;3.33;-0.66
1635;7873;3.09;0.78
1635;7874;3;-0.62
1635;7875;2.94;0.38
1635;7877;3;-1.06
1635;7878;2.71;-1.61
1636;7880;3.18;-0.81
1636;7881;4.26;0.01
1636;7883;3.5;-0.71
1636;7884;2.4;-1.7
1637;7885;2.3;-0.94
1638;7886;4.87;-0.08
1638;7891;3.5;4.01
1639;7893;3.71;0.87
1639;7894;3.04;-0.34
1639;7895;5.02;-0.25
1639;7896;7.03;2.39
1640;7897;3.22;0.65
1640;7898;3.99;-0.03
1641;7901;4.61;0.6
1641;7903;6.13;1.06
1641;7904;3.81;-0.2
1641;7905;4.67;2.57
1641;7906;3.09;-1.14
1642;7907;3.91;2.79
1642;7908;3.56;1
1642;7909;4.87;0.74
1643;7911;5.34;0.44
1643;7912;3.47;-0.02
1643;7913;3.78;-1.2
1643;7914;4.34;0.85
1643;7916;6.43;-1.81
1643;7917;5.45;1.7
1643;7918;4.49;-0.31
1643;7919;2.89;-0.77
1643;7921;2.3;-2.62
1643;7922;3.22;0.72
1643;7923;5.55;-0.73
1643;7927;4.14;-1.93
1644;7929;3.69;-1.14
1644;7930;4.03;0.73
1645;7932;4.37;-1.48
1645;7933;6.17;1.63
1645;7935;4.34;0.26
1646;7936;3.99;-0.75
1646;7937;3;-1.52
1646;7938;3.14;0.13
1647;7939;3.09;-0.89
1648;7940;3.14;0.78
1649;7941;4.96;-0.57
1649;7942;4.83;0.59
1649;7943;3.66;-0.96
1649;7944;3.66;-0.87
1650;7945;2.71;0.81
1650;7946;3.37;-0.92
1651;7947;2.89;-0.31
1651;7948;2.94;-1.37
1651;7949;3.71;-0.29
1651;7950;3.33;-0.85
1651;7951;3.76;-0.51
1651;7952;2.83;-0.51
1651;7953;4.3;-1.14
1651;7954;3.53;-0.64
1652;7955;5.43;1.18
1653;7958;2.83;-2.06
1653;7959;3.76;-0.22
1653;7960;5.31;0.66
1653;7961;3.47;-0.56
1653;7962;2.71;-1.14
1653;7963;2.64;-0.64
1654;7964;3.78;-0.57
1654;7965;2.77;0.34
1654;7967;3.09;-1.14
1654;7968;3.66;-1.66
1654;7969;2.77;-1.76
1655;7970;3.61;1.34
1655;7971;5.23;0.88
1655;7972;3.76;-1.14
1655;7973;2.64;-0.87
1656;7974;4.11;0.27
1656;7975;3.33;0.76
1657;7976;4.25;3.29
1659;7978;3.3;-0.33
1659;7979;3.09;-0.85
1659;7980;3.78;0.47
1659;7981;3.26;-1.3
1659;7982;2.83;-0.87
1660;7983;3.89;2.8
1660;7984;5.35;3.53
1660;7986;4.96;0.77
1660;7987;2.89;0.58
1661;7988;4.11;-0.44
1661;7989;5.5;-1.14
1662;7992;4.7;1.07
1662;7993;3.18;-0.47
1662;7995;4.52;0.03
1662;7996;4.41;1.13
1662;7997;4.26;0.95
1662;7999;4.16;0.4
1663;8001;5.1;1.31
1663;8003;3.71;-0.51
1663;8004;3.04;0.89
1663;8005;3;1.47
1663;8006;4.74;0.42
1663;8007;3;0.46
1664;8008;2.56;1.17
1664;8009;3.56;-1.06
1665;8010;5.99;0.3
1665;8011;3.22;-1.66
1666;8013;3.37;-0.81
1666;8014;4.39;-1.4
1666;8015;3.78;-0.61
1666;8016;5.48;0.88
1667;8017;3.26;1.49
1667;8018;3.04;-1.17
1667;8019;4.62;-0.23
1667;8020;3.83;-0.75
1668;8022;3.66;-0.59
1668;8025;5.77;0.81
1668;8027;3.69;-0.62
1669;8028;3.14;-1.56
1669;8029;3.3;-0.66
1669;8030;3.14;-0.12
1669;8031;4.08;0.64
1669;8032;3.5;-1.27
1669;8033;4.97;0.56
1669;8034;3.26;-1.2
1669;8035;2.77;0.28
1669;8036;3.4;3.02
1670;8037;5.84;1.73
1671;8038;4.29;0.56
1671;8039;3.95;-0.62
1671;8040;3.22;-0.83
1671;8041;4.86;0.74
1671;8042;4.78;-0.02
1672;8043;4.11;1.28
1672;8044;5.6;1.17
1672;8045;6.66;2.49
1672;8046;3.33;-0.2
1673;8047;5.35;0.28
1673;8048;3;-0.59
1674;8050;3.87;-0.57
1674;8051;3.74;1.73
1674;8052;3.85;2.56
1675;8054;3.4;0.09
1675;8056;4.52;0.35
1675;8057;4.68;-0.5
1675;8058;3.85;-0.16
1676;8060;3.93;1.3
1677;8062;4.38;0.78
1677;8064;7.76;1.92
1677;8065;4.99;2
1678;8066;3.18;0.84
1678;8067;3.37;-0.87
1679;8068;4.9;0.07
1679;8069;3.61;-0.87
1680;8070;4.26;-0.94
1680;8071;5.82;-1.37
1680;8072;5.24;0.92
1680;8073;2.89;-0.66
1680;8074;3.66;2.08
1681;8075;5.65;-0.83
1681;8076;3.09;-0.32
1681;8077;3.66;2.53
1682;8078;3.53;0.02
1682;8079;3.5;-0.61
1682;8080;4.39;0.51
1682;8081;3.5;0.73
1682;8082;3.04;-0.69
1682;8084;3.64;1.3
1682;8085;2.77;0.43
1682;8086;2.89;-0.61
1683;8087;2.4;0.68
1684;8089;4.16;0.61
1684;8090;4.67;-0.99
1684;8091;3.64;0.03
1684;8092;2.64;-1.56
1684;8093;5.64;0.48
1684;8094;5.2;0.72
1684;8095;3.56;-1.3
1685;8096;3.74;-1.3
1685;8097;5.11;0.62
1685;8099;3.37;-0.16
1685;8101;5.56;0.02
1685;8102;3.83;-0.94
1686;8103;5.05;0.17
1686;8104;4.01;1.44
1686;8105;5.76;0.32
1687;8107;3.26;0.62
1687;8110;3.47;-0.67
1688;8111;3.26;-0.05
1689;8112;5.28;-0.45
1689;8113;5.61;0.41
1689;8114;4.43;0.37
1690;8117;2.56;3.12
1690;8118;7;0.13
1692;8121;4.26;0.77
1692;8122;5.18;-1.33
1692;8123;5.26;3.91
1692;8124;3.93;1.72
1692;8125;3.4;-1.3
1693;8126;3.89;0.17
1693;8127;3.69;-1.2
1694;8128;5.56;-0.08
1694;8129;4.73;0.64
1694;8130;4.04;0.19
1694;8131;4.88;0.58
1694;8132;5.04;-0.75
1695;8134;3.33;0.61
1695;8135;3.04;-0.33
1695;8136;3;-1.87
1695;8137;4.28;-0.61
1695;8138;3.18;3.1
1695;8139;5.54;1.08
1695;8140;3.37;0.6
1696;8142;3.37;3.12
1696;8143;3.26;-0.18
1696;8144;4.19;-0.28
1696;8145;3.78;-0.47
1696;8147;2.48;1.71
1697;8148;2.71;-0.56
1698;8149;5.15;-0.89
1698;8150;7.25;0.56
1699;8151;4.26;0.58
1700;8152;4.08;-1.7
1700;8153;4.14;-0.5
1700;8155;4.82;-0.27
1701;8156;3.22;-0.45
1701;8157;4.48;-0.38
1701;8158;3.87;-1.14
1701;8159;3.14;-2.14
1701;8160;4.32;0.6
1701;8161;3.47;-1.56
1701;8162;3.22;-1.37
1701;8163;4.08;1.99
1701;8164;3.81;-1.44
1702;8165;3.56;2.41
1702;8166;3.18;-0.21
1702;8167;3;-1.2
1702;8168;4.69;-0.56
1703;8170;3.56;1.06
1703;8171;5.43;-1.3
1703;8172;3.37;-0.41
1703;8174;6.42;0.47
1703;8175;3.26;-0.81
1704;8177;6.62;-0.03
1704;8178;4.53;-1.76
1704;8179;4.93;0.76
1704;8180;3.37;-0.42
1704;8181;3.74;0.02
1704;8182;3.37;-0.48
1704;8185;2.77;-1.12
1705;8186;4.25;-0.34
1705;8187;4.41;1.62
1706;8188;4.51;-1.48
1706;8189;4.17;-1.48
1706;8190;4.94;-0.33
1706;8191;2.89;-1.37
1706;8192;3.93;-0.06
1706;8193;5.34;-0.75
1706;8194;4.88;1.34
1707;8196;5.42;0.63
1707;8197;4.62;-0.67
1707;8198;4.04;-0.71
1707;8199;3.43;-1.12
1707;8200;4.17;-0.79
1707;8202;3.37;-0.94
1708;8203;3.5;-0.96
1708;8204;5.29;2.54
1708;8205;5.18;0.72
1708;8206;4.43;-0.17
1709;8207;3.04;0.09
1709;8208;4.84;1.56
1709;8209;4.45;-0.04
1709;8210;4.41;-0.64
1709;8211;4.03;0.53
1710;8214;5.24;-0.87
1710;8215;3.69;-0.79
1710;8216;3.56;-0.85
1710;8217;3.91;-0.79
1710;8218;5.3;2.52
1711;8219;2.83;-1.44
1711;8220;4.17;0.99
1712;8221;3.58;-0.53
1713;8222;3.33;-0.53
1713;8223;3.56;-0.89
1713;8224;3.47;-1.56
1713;8225;8.26;0.83
1713;8226;3.78;-1.3
1713;8227;5.48;0.19
1713;8228;3.09;-0.48
1713;8229;6.13;0.79
1713;8230;4.52;1.59
1713;8231;3;-1.17
1713;8232;5.01;0.39
1713;8233;4.33;0.09
1714;8234;4.49;0.14
1714;8237;3.14;-1.04
1715;8238;3.3;0.23
1715;8240;4.91;-0.75
1715;8241;4.82;0.14
1715;8242;7.1;-0.54
1716;8243;4.61;-1.87
1716;8244;4.37;0.3
1716;8245;3.69;0.25
1716;8246;4.58;-0.13
1716;8250;4.32;-1.4
1716;8251;4.38;0.03
1716;8252;5.49;-1.01
1716;8253;4.08;-1.01
1717;8254;3.14;3.03
1717;8255;4.67;1.78
1718;8257;5.64;2.91
1718;8259;4.34;-1.04
1718;8260;3.56;-0.62
1719;8261;3.64;-0.53
1719;8262;2.83;0.81
1720;8263;3.78;0.01
1720;8264;3.04;1.52
1720;8265;3.56;-0.94
1720;8266;3.22;-1.12
1722;8268;3.18;-0.15
1722;8269;5.3;0.24
1722;8270;6.67;0.76
1723;8271;3.71;-0.69
1723;8272;2.64;0.72
1723;8273;3.5;-0.94
1724;8274;3.47;0.83
1724;8275;4.28;-0.67
1724;8276;2.83;-1.44
1724;8277;5.83;-0.37
1725;8278;3.71;1.64
1725;8279;4.97;-1.4
1726;8280;3.91;-0.56
1726;8281;6.25;1.47
1726;8282;4.09;0.01
1726;8283;3.14;-1.66
1726;8284;4.06;0.29
1727;8285;3.04;-1.09
1727;8286;3.26;-1.4
1727;8287;3.37;-0.77
1727;8288;3.89;-0.77
1727;8289;5.02;3.41
1727;8290;4.42;2.72
1728;8291;5.05;2.86
1728;8292;6.27;3.26
1729;8293;5.44;0.35
1730;8294;4.19;0.75
1730;8295;4.5;-0.75
1730;8296;7.73;1.03
1730;8298;4.6;0.04
1731;8299;3.81;0.17
1731;8300;3.87;0.4
1731;8301;3.04;-0.69
1732;8302;3.66;-1.06
1732;8303;3.61;-1.93
1732;8304;3.64;-1.87
1732;8305;5.15;0.05
1732;8306;3.18;-0.62
1732;8307;4.25;-1.4
1733;8308;7.77;-0.54
1733;8309;4.3;2.76
1733;8310;2.4;1.43
1733;8311;5.51;-0.41
1733;8312;5.74;1.29
1734;8313;3.87;-1.52
1734;8314;3.71;-0.59
1734;8315;4.37;0.71
1735;8316;6.12;0.98
1735;8317;2.48;-1.04
1735;8318;3.33;-0.5
1735;8321;4.62;-0.71
1736;8322;5.48;0.25
1736;8323;4.3;0.18
1736;8324;4.36;-0.92
1736;8326;6.51;0.92
1736;8327;3.81;0.21
1736;8328;5.73;2.7
1736;8329;7.66;-1.12
1737;8331;3.93;-1.17
1737;8332;3.69;1.4
1738;8333;3;-1.2
1738;8334;3.3;-1.14
1738;8335;3.37;1.08
1738;8336;3.99;-1.14
1739;8337;3.69;2.56
1739;8338;3.74;-0.61
1740;8340;4.48;1.38
1740;8341;6.69;-0.83
1741;8342;4.11;-0.56
1741;8343;3.22;-1.93
1742;8344;3.74;3.04
1743;8347;4.62;2.05
1743;8348;3;-1.23
1743;8349;6.02;2.46
1743;8350;6.09;2.09
1744;8353;3.87;1.52
1744;8354;4.55;0.1
1744;8356;4.03;1.88
1744;8357;4.32;0.08
1744;8358;3.47;1.22
1745;8362;4.78;0.03
1746;8364;5.35;0.84
1747;8366;7.01;3.41
1748;8367;2.83;-1.48
1748;8368;4.42;-1.56
1748;8369;2.64;-1.27
1749;8370;4.47;0.69
1749;8371;4.68;2.67
1749;8372;4.54;-0.14
1749;8373;6.46;1.81
1750;8374;4.7;-0.5
1750;8375;2.4;-1.12
1750;8376;7.76;1.76
1750;8377;5.6;0.16
1750;8378;6.77;0.72
1750;8379;4.88;-1.17
1751;8383;4.08;0.47
1752;8385;4.13;-0.42
1752;8386;3.74;-1.81
1752;8387;3.53;-0.5
1752;8388;3.66;-0.45
1752;8389;6.43;2.14
1752;8390;3.93;-1.14
1752;8391;3.95;1.2
1752;8392;3.14;-1.3
1753;8393;5.56;0.04
1753;8394;4.61;2.47
1754;8395;4.2;-1.61
1754;8396;5.04;1.43
1755;8398;3.43;-0.94
1756;8401;3.83;-1.04
1756;8402;5.02;3.41
1756;8403;3.71;0.7
1756;8404;4.37;2.36
1756;8405;3.97;-0.96
1756;8406;3.5;-1.61
1756;8407;2.64;1.37
1756;8408;4.14;-0.47
1757;8410;5.23;1.38
1757;8411;3.89;0.52
1757;8412;4.14;-1.37
1758;8413;4.37;0.86
1758;8414;4.17;-1.06
1758;8415;3.91;-0.99
1758;8416;4.2;0.04
1758;8417;6.14;-1.61
1758;8418;3.91;0.03
1759;8419;3.76;-0.59
1759;8420;3.66;2.17
1759;8421;3.09;-0.89
1760;8422;4.66;-0.23
1760;8424;2.83;-1.37
1760;8426;5.04;0.44
1760;8427;3.09;0.56
1761;8428;4.58;-0.71
1761;8429;5.71;1.74
1761;8430;3.97;-1.17
1761;8433;6.41;0.78
1761;8434;4.13;0.04
1761;8435;2.83;-0.15
1762;8437;4.48;-1.27
1764;8439;5.89;-0.71
1765;8440;4.29;1.22
1765;8441;4.11;-1.2
1765;8442;8.76;0.23
1766;8445;3.71;-1.87
1766;8446;2.89;-0.23
1766;8447;3.26;-0.92
1766;8448;2.48;0.84
1766;8449;2.48;1.29
1767;8450;4.91;0.19
1767;8451;3.4;-1.52
1767;8452;2.71;-0.69
1768;8454;6.07;0.43
1768;8455;4.17;-1.01
1768;8457;3.71;0.14
1768;8458;3.99;-0.25
1768;8459;2.3;-1.3
1768;8460;6.85;0.85
1768;8461;6.22;0.61
1768;8462;4.09;-0.53
1768;8463;4.38;0.57
1768;8464;2.94;0.42
1768;8465;3.18;0.51
1769;8467;4.68;0.73
1769;8468;3.37;-0.62
1769;8470;4.2;-0.59
1770;8472;3.93;-1.7
1770;8473;3.04;-0.53
1770;8474;2.89;0.69
1771;8475;3.71;-0.71
1771;8476;3.61;-0.51
1772;8478;2.77;-0.69
1772;8479;3.04;-0.83
1772;8480;3.33;0.83
1772;8481;2.64;-1.66
1772;8482;3.97;0.9
1773;8483;3.87;1.67
1773;8484;4.55;1.07
1773;8487;3.61;2.1
1774;8489;3.4;-1.17
1775;8490;4.26;-1.66
1775;8491;4.94;0.97
1775;8492;5.16;1.18
1775;8494;3.58;-0.53
1775;8496;3.58;-1.12
1775;8497;4.32;0.28
1775;8498;3.09;-1.37
1775;8499;3.43;-1.48
1776;8501;1.95;-0.59
1777;8502;3.26;0.65
1777;8503;3.18;-1.37
1778;8504;4.47;-0.28
1779;8506;3.26;-1.44
1779;8507;3.56;0.17
1779;8508;3.66;-0.77
1779;8509;6.02;0.14
1779;8510;5.38;1.92
1779;8511;4.29;0.32
1779;8512;3.18;3.31
1779;8513;3.18;-1.99
1779;8514;5.64;0.05
1779;8515;5.29;0.34
1779;8516;3;-1.52
1779;8518;4.04;-1.37
1780;8519;3.33;-0.41
1781;8520;3.58;0.97
1781;8521;5.46;0.3
1781;8522;6.09;1.83
1781;8523;3.18;0.38
1781;8524;4.08;0.59
1781;8525;4.25;-0.02
1782;8526;3.71;1.52
1782;8527;2.83;-1.33
1782;8528;4.28;-1.06
1782;8529;4.69;0.47
1782;8530;4.17;-0.99
1782;8532;3.61;-1.23
1783;8534;3.87;2.24
1783;8535;5.39;-2.5
1783;8536;3.81;-0.83
1783;8537;4.6;0.4
1783;8538;3.26;-1.48
1783;8541;2.83;-0.01
1784;8544;4.9;1.72
1784;8545;3.61;0.3
1784;8546;3.14;-1.7
1785;8547;4.77;1.55
1785;8548;2.64;1.08
1785;8549;3;-1.93
1785;8550;4.39;0.42
1785;8551;3.97;-1.2
1786;8552;3.64;3.16
1786;8553;4.49;-0.51
1786;8554;4.01;-1.27
1786;8555;3.91;2.75
1786;8556;5.25;0.42
1786;8557;4.04;-0.64
1787;8558;6.61;-0.14
1788;8561;3.69;1.53
1788;8562;4.53;-0.54
1788;8563;7.77;0.42
1788;8564;3.74;2.01
1789;8565;7.88;-0.67
1790;8566;5.53;-0.5
1791;8567;4.96;0.91
1791;8568;4.76;-0.14
1792;8572;4.25;-0.37
1793;8573;3.61;-0.85
1793;8574;3.37;2.43
1794;8575;3.81;-0.41
1795;8577;3.18;-1.06
1795;8578;6.53;-0.21
1796;8579;5.2;-0.92
1796;8580;4.73;-0.2
1796;8581;7.68;0.29
1796;8582;6.47;4.09
1796;8583;4.03;-0.12
1797;8584;4.48;1.18
1797;8585;3.4;1.29
1797;8586;5.23;1.72
1798;8588;4.54;1.62
1799;8589;6.66;1.77
1799;8590;3.18;0.18
1799;8592;2.77;-0.92
1800;8596;2.83;-0.08
1800;8597;3.3;-0.56
1800;8598;5.67;1.02
1800;8600;3.26;-1.01
1801;8601;4.84;-0.31
1801;8603;3.14;-0.87
1802;8604;2.64;-1.2
1802;8605;3.26;-1.56
1802;8606;3.4;-0.08
1802;8608;5.4;2.69
1803;8610;4.39;0.24
1803;8611;4.88;0.68
1803;8612;3.22;0.41
1803;8614;5.26;-0.4
