region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
1,119,5077,1,185,44,6,,1997-01-28,,,,,,0,0,1,0,1
1,119,5078,1,185,44,6,3724.5,1996-12-21,69,1,69,25,1,0,0,0,0,1
1,119,5079,1,185,44,5,4022.5,1996-09-19,64,1,64,20,1,0,0,0,0,1
1,119,5079,2,185,44,6,3952.199951,1997-08-27,79,1,79,35,1,0,0,0,0,1
1,119,5080,1,185,44,6,3413,1997-04-10,58,0,129,85,2,0,0,0,0,1
1,119,5081,1,185,44,5,3668.5,1997-06-26,,,,,,0,0,0,0,1
1,119,5082,1,185,44,5,4109.5,1997-03-21,76,1,76,32,1,0,0,0,0,1
1,120,5083,1,106,40,1,1828.699951,1997-08-22,60,0,101,61,2,0,1,0,0,0
1,120,5084,1,106,40,1,1701.5,1997-08-10,54,0,115,75,3,0,0,0,0,0
1,120,5085,1,106,40,1,2109.300049,1997-08-19,52,1,52,12,1,0,0,0,0,0
1,120,5086,1,106,40,1,,1997-09-21,63,0,138,98,3,0,0,0,0,0
1,120,5087,1,106,40,1,1339.300049,1997-10-27,89,0,118,78,2,0,0,0,0,0
1,120,5088,1,106,40,1,1660.199951,1997-11-10,91,1,91,51,1,0,0,0,0,0
1,120,5089,1,106,40,3,2393.100098,1997-04-13,,,,,,1,0,0,0,0
1,120,5090,1,106,40,3,2600,1996-10-09,87,1,87,47,1,1,0,0,0,0
1,120,5090,2,106,40,4,,1997-10-04,,,,,,1,0,0,0,0
1,120,5091,1,106,40,3,2265.300049,1996-10-19,110,1,110,70,1,0,0,0,0,0
1,120,5091,2,106,40,4,2040.400024,1997-11-12,64,0,84,44,2,0,0,0,0,0
1,120,5092,1,106,40,3,,1997-01-09,,,,,,0,0,0,0,0
1,120,5093,1,106,40,3,1464.599976,1997-01-09,97,,,,1,0,0,0,0,0
1,120,5094,1,106,40,3,1862,1996-10-17,102,,,,8,0,0,0,0,0
1,120,5095,1,106,40,4,2033.199951,1997-09-19,53,0,198,158,4,0,0,0,0,0
1,120,5096,1,106,40,4,2773.300049,1997-08-13,90,0,170,130,4,0,0,0,0,0
1,120,5097,1,106,40,3,2135.199951,1997-02-17,88,1,88,48,1,0,0,0,0,0
1,120,5098,1,106,40,3,,1996-12-05,65,,,,2,0,0,0,0,0
1,120,5099,1,106,40,4,2130.199951,1997-08-06,,,,,,0,0,0,0,0
1,120,5100,1,106,40,3,3222.800049,1997-08-03,65,0,276,236,9,0,0,0,0,0
1,120,5101,1,106,40,4,1938.5,1997-09-05,62,,,,5,0,0,0,0,0
1,120,5102,1,106,40,4,2401.399902,1997-09-12,57,0,124,84,3,0,1,0,0,0
1,120,5103,1,106,40,4,,1997-11-15,,,,,,0,0,0,0,0
1,120,5104,1,106,40,4,2765,1996-12-02,114,0,198,158,3,0,0,0,0,0
1,120,5105,1,106,40,4,2665.5,1997-02-19,66,1,66,26,1,0,0,0,0,0
1,120,5106,1,106,40,3,2287.5,1997-08-24,67,,,,6,0,1,0,0,0
1,120,5107,1,106,40,3,2631.699951,1997-02-12,80,0,144,104,3,1,0,0,0,0
1,120,5108,1,106,40,3,2522,1997-04-07,24,0,192,152,4,0,0,0,0,0
1,120,5109,1,106,40,3,2120.300049,1997-03-02,77,0,206,166,5,0,0,0,0,0
1,120,5110,1,106,40,3,1644.900024,1996-09-23,106,1,106,66,1,0,0,0,0,0
1,120,5110,2,106,40,4,1716.300049,1997-10-16,60,0,122,82,2,0,0,0,0,0
1,120,5111,1,106,40,3,1646.599976,1997-01-23,93,0,106,66,2,0,0,0,0,0
1,120,5112,1,106,40,4,2634.5,1997-06-27,49,0,113,73,3,0,0,0,0,0
1,120,5113,1,106,40,3,2513.300049,1997-02-18,60,1,60,20,1,1,0,0,0,0
1,120,5114,1,106,40,3,1959,1997-01-30,76,1,76,36,1,0,0,0,0,0
1,120,5115,1,106,40,4,2592.399902,1997-04-25,104,1,104,64,1,0,0,0,0,0
1,120,5116,1,106,40,4,3368.300049,1997-07-07,76,0,101,61,2,0,0,0,0,0
1,120,5117,1,106,40,3,1822.5,1996-12-14,104,1,104,64,1,0,0,0,0,0
1,120,5118,1,106,40,4,1839.5,1997-04-14,73,0,204,164,5,0,0,0,0,0
1,120,5119,1,106,40,3,,1997-02-07,136,0,155,115,2,0,0,0,0,0
1,120,5120,1,106,40,4,3411.800049,1996-12-12,88,1,88,48,1,0,0,0,0,0
1,120,5121,1,106,40,4,,1997-03-08,,,,,,0,0,0,0,0
1,120,5122,1,106,40,3,,1997-04-21,,,,,,0,0,0,1,0
1,120,5123,1,106,40,3,3105.199951,1997-10-03,47,,,,6,0,0,0,0,0
1,120,5124,1,106,40,3,2332.199951,1996-10-16,83,1,83,43,1,0,0,0,0,0
1,120,5124,2,106,40,4,1910.800049,1997-10-16,87,1,87,47,1,0,0,0,0,0
1,120,5125,1,106,40,3,3023,1997-05-18,85,1,85,45,1,0,0,0,0,0
1,120,5126,1,106,40,4,1940.400024,1997-05-05,60,0,133,93,3,0,1,0,0,0
1,120,5127,1,106,40,3,3157.199951,1996-10-18,76,0,84,44,2,0,0,0,0,0
1,120,5127,2,106,40,4,3307.399902,1997-10-22,49,0,179,139,5,0,0,0,1,0
1,120,5128,1,106,40,4,2808.100098,1997-07-22,60,1,60,20,1,1,0,0,0,0
1,120,5129,1,106,40,3,1918.900024,1996-12-18,132,,,,1,0,0,0,0,0
1,120,5130,1,106,40,3,3276.5,1996-12-19,97,0,141,101,2,0,0,0,0,0
1,120,5131,1,106,40,3,2143.100098,1996-10-28,93,1,93,53,1,0,0,0,0,0
1,120,5131,2,106,40,4,1950.599976,1997-11-07,94,1,94,54,1,0,0,0,0,0
1,120,5132,1,106,40,3,1978.300049,1996-10-29,62,1,62,22,1,0,0,0,0,0
1,120,5133,1,106,40,3,2813.300049,1996-10-15,86,0,154,114,3,0,0,0,0,0
1,120,5134,1,106,40,3,3357.600098,1997-05-28,90,,,,8,0,0,0,0,0
1,120,5135,1,106,40,3,2804.399902,1997-06-12,91,0,320,280,7,0,0,0,0,0
1,120,5136,1,106,40,3,2610.300049,1996-10-19,71,0,91,51,2,0,0,0,0,0
1,120,5136,2,106,40,4,2352.399902,1997-10-31,91,1,91,51,1,0,0,0,0,0
1,120,5137,1,106,40,4,3080.5,1997-06-17,59,0,118,78,3,1,0,0,0,0
1,120,5138,1,106,40,4,1935.599976,1997-05-07,53,0,92,52,3,0,0,0,0,0
1,120,5139,1,106,40,3,3067.399902,1997-03-25,52,0,128,88,3,1,0,0,0,0
1,120,5140,1,106,40,3,3037,1996-12-27,119,0,178,138,2,0,0,0,0,0
1,120,5141,1,106,40,4,3216.600098,1997-05-03,103,1,103,63,1,0,0,1,0,0
1,120,5142,1,106,40,3,2687.800049,1997-01-28,59,1,59,19,1,0,0,0,0,0
1,120,5143,1,106,40,4,2044,1997-08-05,59,1,59,19,1,0,0,0,0,0
1,120,5144,1,106,40,3,2577.100098,1997-08-18,73,0,217,177,7,0,0,0,0,0
1,120,5145,1,106,40,3,3211.399902,1996-10-12,128,0,167,127,2,0,0,0,0,0
1,120,5146,1,106,40,4,3096.199951,1997-04-14,,,,,,0,0,0,1,0
1,120,5147,1,106,40,4,2982.899902,1997-05-06,74,0,178,138,5,0,0,0,0,0
1,120,5148,1,106,40,3,2557.300049,1997-03-28,81,1,81,41,1,0,0,0,0,0
1,120,5149,1,106,40,4,3277,1997-08-15,83,1,83,43,1,0,0,0,0,0
1,120,5150,1,106,40,4,2658.600098,1997-08-24,110,0,224,184,3,0,0,0,0,0
1,120,5151,1,106,40,4,2351.199951,1997-06-05,86,1,86,46,1,0,0,0,0,0
1,120,5152,1,106,40,3,3242.600098,1996-10-19,115,,,,7,0,0,0,0,0
1,120,5153,1,106,40,4,3104.399902,1997-10-11,59,,,,4,0,0,0,0,0
1,120,5154,1,106,40,3,3100,1996-12-08,75,1,75,35,1,0,0,0,0,0
1,120,5154,2,106,40,4,2896.699951,1997-11-19,35,0,143,103,3,0,0,0,0,0
1,120,5155,1,106,40,4,2835,1997-04-21,64,0,93,53,2,0,0,0,0,0
1,120,5156,1,106,40,4,,1997-05-29,,,,,,0,0,0,0,0
1,120,5157,1,106,40,4,2946.300049,1997-05-07,116,1,116,76,1,0,0,0,0,0
1,120,5158,1,106,40,3,2981.100098,1997-04-18,71,1,71,31,1,0,0,0,0,0
1,120,5159,1,106,40,3,2605.5,1997-04-07,72,1,72,32,1,0,0,0,0,0
1,120,5160,1,106,40,3,3137.100098,1996-11-25,74,1,74,34,1,0,0,0,0,0
1,120,5160,2,106,40,4,,1997-11-10,,,,,,0,0,0,0,0
1,120,5161,1,106,40,4,2646.600098,1997-02-23,88,0,218,178,6,0,0,0,0,0
1,120,5162,1,106,40,3,2776,1997-02-28,83,0,140,100,2,0,0,0,0,0
1,120,5163,1,106,40,3,2134.300049,1997-02-23,70,,,,3,0,0,0,1,0
1,120,5164,1,106,40,3,1890,1996-12-08,79,0,211,171,3,0,0,0,0,0
1,120,5165,1,106,40,3,2473.899902,1997-07-08,66,1,66,26,1,0,0,0,0,0
1,120,5166,1,106,40,3,2648.399902,1996-11-30,68,0,88,48,2,0,0,0,0,0
1,120,5167,1,106,40,3,2270.300049,1997-01-28,114,1,114,74,1,0,0,0,0,0
1,120,5168,1,106,40,3,,1996-12-02,,,,,,0,0,0,0,0
1,120,5169,1,106,40,3,2554.800049,1996-12-18,62,0,82,42,2,0,0,0,0,0
1,120,5170,1,106,40,3,2540.300049,1996-11-29,71,0,137,97,2,0,0,0,0,0
1,120,5171,1,106,40,2,1561.900024,1997-02-22,68,1,68,28,1,0,0,0,0,0
1,120,5172,1,106,40,3,2138.699951,1996-12-25,102,0,227,187,4,0,0,0,0,0
1,120,5173,1,106,40,3,2113.300049,1996-11-20,95,1,95,55,1,0,0,0,0,0
1,120,5173,2,106,40,4,2027.300049,1997-11-19,85,1,85,45,1,0,0,0,0,0
1,120,5174,1,106,40,3,2514.600098,1996-11-25,78,0,144,104,2,0,0,0,0,0
1,120,5175,1,106,40,3,2502.800049,1997-06-12,51,0,71,31,2,0,0,0,0,0
1,120,5176,1,106,40,3,2499,1997-01-24,72,0,113,73,2,0,0,0,0,0
1,120,5177,1,106,40,2,1971.300049,1997-06-22,91,0,114,74,2,0,0,0,0,0
1,120,5178,1,106,40,2,2621.300049,1997-11-19,43,,,,5,0,0,0,0,0
1,120,5179,1,106,40,2,2939.5,1997-02-17,66,0,87,47,2,0,0,0,0,0
1,120,5180,1,106,40,1,1589.699951,1997-06-22,132,0,153,113,2,0,0,0,1,0
1,120,5181,1,106,40,2,2330.100098,1997-04-09,81,1,81,41,1,0,0,0,0,0
1,120,5182,1,106,40,2,1916.699951,1997-01-30,91,0,169,129,3,0,0,0,0,0
1,120,5183,1,106,40,2,1586.900024,1997-03-23,67,1,67,27,1,0,0,0,0,0
1,120,5184,1,106,40,1,2767.300049,1996-11-20,88,0,150,110,2,0,0,0,0,0
1,120,5185,1,106,40,1,2560.199951,1996-10-16,93,0,192,152,2,0,0,0,0,0
1,120,5186,1,106,40,2,1794.199951,1997-10-10,232,,,,1,0,0,0,0,0
1,120,5187,1,106,40,1,1764.699951,1997-09-19,61,,,,2,0,0,0,0,0
1,120,5188,1,106,40,1,1802.099976,1996-10-13,108,,,,2,0,0,0,0,0
1,120,5189,1,106,40,2,1914.5,1997-08-19,62,1,62,22,1,0,0,0,0,0
1,120,5190,1,106,40,2,2507.800049,1997-08-21,78,0,122,82,3,0,0,0,0,0
1,120,5191,1,106,40,1,2242.199951,1996-11-17,87,0,107,67,2,0,0,0,0,0
1,120,5192,1,106,40,1,1876.900024,1996-11-16,82,1,82,42,1,0,0,0,0,0
1,120,5192,2,106,40,2,2054.699951,1997-11-10,142,1,142,102,1,0,0,0,0,0
1,120,5193,1,106,40,1,2405.600098,1996-12-05,64,1,64,24,1,0,0,0,0,0
1,120,5193,2,106,40,2,2513.699951,1997-11-07,104,1,104,64,1,0,0,0,0,0
1,120,5194,1,106,40,1,1923.599976,1997-01-27,150,1,150,110,1,0,0,0,0,0
1,120,5195,1,106,40,1,1382.400024,1997-05-18,51,0,140,100,5,0,0,0,1,0
1,120,5196,1,106,40,1,1911.199951,1997-09-12,84,1,84,44,1,0,0,0,0,0
1,120,5197,1,106,40,3,2833.5,1997-04-21,62,0,102,62,3,0,0,0,0,0
1,120,5198,1,106,40,3,2997.899902,1997-03-25,73,0,118,78,2,0,0,0,0,0
1,120,5199,1,106,40,3,2452.399902,1997-03-22,79,1,79,39,1,0,0,0,0,0
1,121,5200,1,152,39,4,3030,1997-08-15,64,0,88,49,4,0,0,0,0,0
1,121,5201,1,152,39,3,,1996-12-12,52,,,,1,0,0,1,0,0
1,121,5202,1,152,39,4,2345.399902,1997-07-29,56,0,100,61,3,0,0,0,0,0
1,121,5203,1,152,39,4,2999.800049,1997-08-18,65,1,65,26,1,0,0,0,0,0
1,121,5204,1,152,39,4,,1997-08-31,,,,,,0,0,0,0,0
1,121,5205,1,152,39,4,3667.399902,1997-07-03,52,1,52,13,1,0,0,0,0,0
1,121,5206,1,152,39,3,2547,1997-01-22,54,1,54,15,1,0,0,1,0,0
1,121,5207,1,152,39,4,2963.899902,1997-03-12,81,1,81,42,1,0,0,0,0,0
1,121,5208,1,152,39,4,2911.800049,1997-02-02,58,1,58,19,1,0,0,0,0,0
1,121,5209,1,152,39,4,3512,1997-05-29,45,0,144,105,5,0,0,0,0,0
1,121,5210,1,152,39,3,2683.300049,1996-11-13,58,1,58,19,1,0,0,0,0,0
1,121,5210,2,152,39,4,2595.899902,1997-10-31,55,1,55,16,1,0,0,0,0,0
1,121,5211,1,152,39,3,3000.600098,1996-12-04,58,1,58,19,1,0,0,0,0,0
1,121,5212,1,152,39,3,3207.100098,1996-11-09,41,1,41,2,1,0,0,0,0,0
1,121,5212,2,152,39,4,3209,1997-09-27,65,0,130,91,2,0,0,0,0,0
1,121,5213,1,152,39,3,2090.600098,1997-04-03,56,0,341,302,9,0,0,0,0,0
1,121,5214,1,152,39,3,2710.800049,1997-03-02,59,0,82,43,2,0,0,0,0,0
1,121,5215,1,152,39,3,2817.899902,1997-01-03,55,1,55,16,1,0,0,0,0,0
1,121,5216,1,152,39,3,2842.199951,1997-05-20,63,1,63,24,1,0,0,0,0,0
1,121,5217,1,152,39,3,2682.800049,1996-12-11,27,0,64,25,2,0,0,0,0,0
1,121,5218,1,152,39,3,2272,1997-02-27,85,0,107,68,2,0,0,0,0,0
1,121,5219,1,152,39,3,2524.100098,1997-03-08,53,0,155,116,2,0,0,0,0,0
1,121,5220,1,152,39,3,2835.399902,1996-10-18,62,0,68,29,2,0,0,0,0,0
1,121,5220,2,152,39,4,2770.300049,1997-09-20,54,1,54,15,1,0,0,0,0,0
1,121,5221,1,152,39,3,3493.100098,1997-06-26,56,1,56,17,1,0,0,0,0,0
1,121,5222,1,152,39,3,2864.399902,1997-04-20,71,0,145,106,3,0,0,0,0,0
1,121,5223,1,152,39,3,3038,1996-11-02,81,0,134,95,3,0,0,0,0,0
1,121,5224,1,152,39,3,1663.099976,1997-05-20,59,1,59,20,1,0,0,0,0,0
1,121,5225,1,152,39,3,2344,1997-02-27,28,0,314,275,8,0,0,0,0,0
1,121,5226,1,152,39,3,2633.300049,1997-03-29,53,1,53,14,1,0,0,0,0,0
1,121,5227,1,152,39,3,2188.300049,1997-04-02,65,0,86,47,2,0,0,0,0,0
1,121,5228,1,152,39,3,3004.600098,1996-12-31,56,1,56,17,1,0,0,0,0,0
1,121,5229,1,152,39,3,3401,1997-06-30,55,0,119,80,4,0,0,0,0,0
1,121,5230,1,152,39,3,3060.699951,1997-08-07,72,0,92,53,2,0,0,0,0,0
1,121,5231,1,152,39,3,2180.300049,1997-01-20,67,1,67,28,1,0,0,0,0,0
1,121,5232,1,152,39,3,2701.899902,1997-01-13,59,1,59,20,1,0,0,0,0,0
1,121,5233,1,152,39,3,2536.5,1997-03-31,51,1,51,12,1,0,0,0,0,0
1,121,5234,1,152,39,2,3190.100098,1996-12-06,54,1,54,15,1,0,0,0,0,0
1,121,5234,2,152,39,3,3113.100098,1997-11-05,83,1,83,44,1,0,0,0,0,0
1,121,5235,1,152,39,2,2661.5,1997-02-16,46,0,65,26,2,0,0,0,0,0
1,121,5236,1,152,39,1,1999.099976,1997-02-19,41,1,41,2,1,0,0,0,0,0
1,121,5237,1,152,39,2,2558.399902,1997-02-04,70,1,70,31,1,0,0,0,0,0
1,121,5238,1,152,39,2,2703.699951,1997-04-28,53,0,74,35,2,0,0,1,0,0
1,121,5239,1,152,39,2,2938.399902,1997-02-06,97,1,97,58,1,0,0,0,0,0
1,121,5240,1,152,39,2,3517.5,1997-05-01,67,1,67,28,1,0,0,0,0,0
1,121,5241,1,152,39,2,2544.399902,1996-10-09,55,0,75,36,2,0,0,0,0,0
1,121,5241,2,152,39,3,2193.5,1997-10-02,50,1,50,11,1,0,0,0,0,0
1,121,5242,1,152,39,2,1978.5,1997-03-04,55,0,78,39,2,0,0,0,0,0
1,121,5243,1,152,39,1,1808.300049,1996-09-13,69,1,69,30,1,0,0,0,0,0
1,121,5243,2,152,39,2,1969.699951,1997-09-02,80,0,123,84,3,0,0,0,0,0
1,121,5244,1,152,39,2,1970.400024,1996-12-12,74,0,170,131,2,0,0,1,0,0
1,121,5245,1,152,39,2,2631.5,1997-07-30,51,1,51,12,1,0,0,0,0,0
1,121,5246,1,152,39,2,2869.600098,1997-04-20,74,1,74,35,1,0,0,0,0,0
1,121,5247,1,152,39,2,2044.199951,1997-03-20,65,1,65,26,1,0,0,0,0,0
1,121,5248,1,152,39,1,2268,1996-09-19,32,,,,9,0,0,0,0,0
1,121,5249,1,152,39,2,,1997-06-16,,,57,18,,0,0,0,0,0
1,121,5250,1,152,39,2,2087.899902,1997-05-20,64,1,64,25,1,0,0,0,0,0
1,121,5251,1,152,39,4,,1997-09-27,,,,,,0,0,0,0,0
1,121,5252,1,152,39,1,2292.399902,1996-12-05,122,0,146,107,2,0,0,0,1,0
1,121,5253,1,152,39,1,2021.800049,1997-01-05,47,1,47,8,1,0,0,0,0,0
1,121,5254,1,152,39,1,1621.400024,1996-12-17,89,0,135,96,2,0,0,0,0,0
1,121,5255,1,152,39,1,2323.899902,1997-01-18,69,1,69,30,1,0,0,0,0,0
1,121,5256,1,152,39,1,,1996-12-17,,,175,136,,0,0,0,0,0
1,121,5257,1,152,39,1,2214.800049,1996-12-10,55,1,55,16,1,0,0,0,0,0
1,121,5257,2,152,39,2,1960.800049,1997-11-08,94,0,174,135,4,0,0,0,0,0
1,121,5258,1,152,39,1,,1996-12-19,,,,,,0,0,0,0,0
1,121,5259,1,152,39,1,2076.5,1996-12-17,66,0,172,133,4,0,0,0,0,0
1,121,5260,1,152,39,1,2073.699951,1996-12-15,96,0,160,121,3,0,0,0,0,0
1,121,5261,1,152,39,1,1929.900024,1997-07-11,68,,,,5,0,0,0,0,0
1,121,5262,1,152,39,1,2379.399902,1997-07-17,68,0,107,68,2,0,0,0,0,0
1,121,5263,1,152,39,1,2699.600098,1997-07-02,103,1,103,64,1,0,0,0,0,0
1,121,5264,1,152,39,1,2841.100098,1997-07-15,70,1,70,31,1,0,0,0,0,0
1,121,5265,1,152,39,1,,1997-07-28,67,,,,2,0,0,0,0,0
1,121,5266,1,152,39,1,2437.600098,1997-07-22,80,1,80,41,1,0,0,0,0,0
1,121,5267,1,152,39,3,2884.199951,1997-07-28,69,0,179,140,3,0,0,1,0,0
1,121,5268,1,152,39,1,2580.399902,1997-07-11,78,0,103,64,2,0,0,0,0,0
1,121,5269,1,152,39,1,2200.699951,1997-07-18,75,0,117,78,3,0,0,0,0,0
1,121,5270,1,152,39,1,2183.5,1997-07-30,57,0,107,68,2,0,0,0,0,0
1,121,5271,1,152,39,1,,1997-07-25,77,,,,1,0,0,0,0,0
1,121,5272,1,152,39,2,3035.300049,1997-01-19,83,1,83,44,1,0,0,0,0,0
1,121,5273,1,152,39,1,2476.800049,1997-10-05,48,0,180,141,5,0,0,0,0,0
1,121,5274,1,152,39,1,2588.600098,1997-07-17,62,0,84,45,2,0,0,0,0,0
1,121,5275,1,152,39,1,2273,1997-07-27,88,1,88,49,1,0,0,0,0,0
1,121,5276,1,152,39,1,2384.699951,1997-10-30,,,,,,0,0,0,0,0
1,121,5277,1,152,39,1,,1997-07-16,51,1,51,12,1,0,0,0,0,0
1,121,5278,1,152,39,1,2346.699951,1997-07-26,75,1,75,36,1,0,0,0,0,0
1,121,5279,1,152,39,3,3861.5,1997-07-27,58,1,58,19,1,0,0,0,0,0
1,121,5280,1,152,39,1,2707.300049,1997-08-02,174,,,,3,0,0,0,0,0
1,121,5281,1,152,39,1,2099.600098,1997-07-02,159,1,159,120,1,1,0,0,0,0
1,121,5282,1,152,39,1,2786,1997-07-17,50,1,50,11,1,0,0,0,0,0
1,121,5283,1,152,39,3,3396.300049,1996-11-24,74,1,74,35,1,0,0,0,0,0
1,121,5283,2,152,39,4,2430.399902,1997-11-10,41,0,86,47,2,0,0,0,0,0
1,121,5284,1,152,39,3,2715,1997-01-02,70,1,70,31,1,0,0,0,0,0
1,121,5285,1,152,39,3,2006.400024,1996-10-12,65,1,65,26,1,0,0,0,0,0
1,121,5285,2,152,39,4,2493.100098,1997-09-25,58,1,58,19,1,0,0,0,0,0
1,121,5286,1,152,39,3,2655.699951,1997-02-06,79,1,79,40,1,0,0,0,0,0
1,121,5287,1,152,39,3,3569.300049,1996-11-12,68,0,132,93,4,0,0,0,0,0
1,121,5288,1,152,39,3,2700.5,1997-03-18,57,0,209,170,5,0,0,0,0,0
1,121,5289,1,152,39,3,3070.699951,1996-09-25,65,1,65,26,1,0,0,0,0,0
1,121,5289,2,152,39,4,3332.899902,1997-09-02,75,1,75,36,1,0,0,0,0,0
1,121,5290,1,152,39,3,3479.5,1996-12-08,57,1,57,18,1,0,0,0,0,0
1,121,5290,2,152,39,4,3074.300049,1997-11-13,80,1,80,41,1,0,0,0,0,0
1,121,5291,1,152,39,4,2401.699951,1997-09-12,118,,,,5,0,0,0,0,0
1,121,5292,1,152,39,3,2907.899902,1996-12-10,69,0,90,51,2,0,0,0,0,0
1,121,5293,1,152,39,4,2092.100098,1997-11-22,,,66,27,,0,0,0,0,0
1,121,5294,1,152,39,3,2206.300049,1996-12-14,54,0,293,254,9,0,0,1,0,0
1,121,5295,1,152,39,3,2806.100098,1997-02-03,71,1,71,32,1,0,0,0,0,0
1,121,5296,1,152,39,4,2561.199951,1997-07-26,65,1,65,26,1,0,0,0,0,0
1,121,5297,1,152,39,3,3037,1996-12-30,56,0,77,38,2,0,0,0,0,0
1,121,5298,1,152,39,3,3110.300049,1996-11-13,65,1,65,26,1,0,0,0,0,0
1,121,5299,1,152,39,3,2258.800049,1996-09-03,43,1,43,4,1,0,0,0,0,0
1,121,5299,2,152,39,4,,1997-07-17,57,1,57,18,1,0,0,0,0,0
1,121,5300,1,152,39,3,,1997-01-19,,,,,,0,0,1,0,0
1,121,5301,1,152,39,3,3014.300049,1996-09-16,102,1,102,63,1,0,0,0,0,0
1,121,5301,2,152,39,4,2992.100098,1997-10-04,62,0,85,46,2,0,0,0,0,0
1,121,5302,1,152,39,4,2795.899902,1997-04-19,55,1,55,16,1,0,0,0,0,0
1,121,5303,1,152,39,3,3371.5,1996-12-14,58,1,58,19,1,0,0,0,0,0
1,121,5303,2,152,39,4,3021.199951,1997-11-23,75,1,75,36,1,0,0,0,0,0
1,121,5304,1,152,39,3,2740.699951,1997-01-06,62,0,110,71,3,0,0,0,0,0
1,121,5305,1,152,39,4,3131.899902,1996-12-17,57,1,57,18,1,0,0,0,0,0
1,121,5305,2,152,39,5,2608.800049,1997-11-23,70,1,70,31,1,0,0,0,0,0
1,121,5306,1,152,39,4,3083.5,1997-05-28,61,1,61,22,1,0,0,0,0,0
1,121,5307,1,152,39,4,2548.600098,1997-08-22,52,,,,6,0,1,0,0,0
1,121,5308,1,152,39,3,,1996-10-19,69,,,,1,0,0,1,0,0
1,121,5309,1,152,39,2,3107.100098,1997-02-21,73,1,73,34,1,0,0,0,0,0
1,121,5310,1,152,39,3,,1996-09-29,,,,,,0,0,0,0,0
1,121,5311,1,152,39,2,3126.199951,1996-09-27,58,1,58,19,1,0,0,0,0,0
1,121,5311,2,152,39,3,,1997-09-03,,,,,,1,0,0,0,0
1,121,5312,1,152,39,4,2597.399902,1997-06-26,85,0,213,174,4,0,0,0,0,0
1,121,5313,1,152,39,3,2363.5,1996-09-03,45,0,62,23,2,0,0,0,0,0
1,121,5313,2,152,39,4,3314.300049,1997-08-18,60,1,60,21,1,0,0,0,0,0
1,121,5314,1,152,39,3,2794,1996-10-21,63,0,88,49,2,0,0,0,0,0
1,121,5315,1,152,39,3,2690.5,1997-02-04,83,1,83,44,1,0,0,0,0,0
1,121,5316,1,152,39,3,2621.199951,1997-02-26,70,0,133,94,3,0,0,0,0,0
1,121,5317,1,152,39,3,2974.399902,1996-12-19,64,1,64,25,1,0,0,0,0,0
1,121,5317,2,152,39,4,2860.600098,1997-11-30,146,1,146,107,1,0,0,0,0,0
1,121,5318,1,152,39,4,2336.600098,1997-02-26,90,0,113,74,2,0,0,0,0,0
1,121,5319,1,152,39,3,2387.899902,1996-12-31,51,1,51,12,1,0,0,0,0,0
1,121,5319,2,152,39,4,2090.199951,1997-11-27,65,0,147,108,2,0,0,0,0,0
1,121,5320,1,152,39,3,3587,1997-08-31,130,0,177,138,3,0,0,0,0,0
1,121,5321,1,152,39,3,3053.399902,1997-02-12,25,0,47,8,2,0,0,0,0,0
1,121,5322,1,152,39,3,2873.5,1996-11-20,108,0,128,89,2,0,0,0,0,0
1,121,5323,1,152,39,3,2664.300049,1996-09-13,72,1,72,33,1,0,0,0,0,0
1,121,5323,2,152,39,4,2735,1997-09-03,55,0,77,38,2,0,0,0,0,0
1,121,5324,1,152,39,2,2861,1996-12-14,56,,,,12,0,0,0,0,0
1,121,5325,1,152,39,3,2962.5,1996-11-25,20,0,185,146,6,0,0,0,0,0
1,121,5326,1,152,39,3,2839,1997-02-10,59,0,82,43,2,0,0,0,0,0
1,121,5327,1,152,39,4,3408.699951,1997-09-02,51,,,,5,0,0,0,0,0
1,121,5328,1,152,39,3,3164.600098,1997-04-03,88,1,88,49,1,0,0,0,0,0
1,121,5329,1,152,39,3,2675.600098,1997-03-27,134,0,157,118,2,0,0,0,0,0
1,121,5330,1,152,39,4,2867.199951,1996-12-01,47,0,69,30,2,0,0,0,0,0
1,121,5330,2,152,39,5,2562.800049,1997-11-15,59,0,130,91,4,0,0,0,0,0
1,121,5331,1,152,39,4,2899.300049,1997-09-28,91,0,183,144,4,0,0,0,0,0
1,121,5332,1,152,39,3,2500.399902,1997-02-13,105,0,130,91,2,0,0,0,0,0
1,121,5333,1,152,39,3,2778.899902,1997-03-08,70,0,182,143,4,0,0,0,0,0
1,121,5334,1,152,39,4,2783.100098,1997-06-16,51,0,74,35,2,0,0,0,0,0
1,121,5335,1,152,39,3,3219.899902,1996-12-14,85,0,125,86,4,0,0,0,0,0
1,121,5336,1,152,39,3,2655.100098,1996-09-06,89,1,89,50,1,0,0,0,0,0
1,121,5336,2,152,39,4,,1997-09-13,,,,,,0,0,0,0,0
1,121,5337,1,152,39,4,2487.300049,1997-08-18,42,1,42,3,1,0,0,0,0,0
1,121,5338,1,152,39,4,2986.800049,1997-06-26,59,1,59,20,1,0,0,0,0,0
1,121,5339,1,152,39,4,2819.5,1997-03-27,68,0,182,143,5,0,0,0,0,0
1,121,5340,1,152,39,3,2821.399902,1997-01-13,74,0,100,61,2,0,0,0,0,0
